"Source","Target","Type","Weight","CountEither","CountBoth"
3310,3590,"Undirected",0.829268292682927,328,272
3450,3590,"Undirected",0.843558282208589,326,275
3471,3590,"Undirected",0.258064516129032,620,160
3470,3590,"Undirected",0.0719424460431655,278,20
2921,2961,"Undirected",0.00303951367781155,329,1
2920,2961,"Undirected",0.5,604,302
2931,2961,"Undirected",0.0099403578528827,503,5
2930,2961,"Undirected",0.681093394077449,439,299
2921,2960,"Undirected",0.0705521472392638,326,23
2920,2960,"Undirected",0.458990536277603,634,291
2931,2960,"Undirected",0.587349397590361,332,195
2930,2960,"Undirected",0.203497615262321,629,128
3080,3541,"Undirected",0.703592814371258,334,235
3071,3541,"Undirected",0.00373134328358209,536,2
3070,3541,"Undirected",0.708708708708709,333,236
3101,3541,"Undirected",0.0188679245283019,530,10
3100,3541,"Undirected",0.680597014925373,335,228
3091,3541,"Undirected",0.0149532710280374,535,8
3090,3541,"Undirected",0.68562874251497,334,229
3121,3541,"Undirected",0.0275229357798165,545,15
3120,3541,"Undirected",0.682926829268293,328,224
3111,3541,"Undirected",0.0094876660341556,527,5
3110,3541,"Undirected",0.688622754491018,334,230
3131,3541,"Undirected",0.72,325,234
3130,3541,"Undirected",0.00369685767097967,541,2
2921,3541,"Undirected",0.0769230769230769,247,19
2920,3541,"Undirected",0.338632750397456,629,213
2931,3541,"Undirected",0.827160493827161,243,201
2930,3541,"Undirected",0.0630914826498423,634,40
2961,3541,"Undirected",0.011070110701107,542,6
2960,3541,"Undirected",0.702702702702703,333,234
3331,3541,"Undirected",0.848708487084871,271,230
3330,3541,"Undirected",0.00183823529411765,544,1
3461,3541,"Undirected",0.00378787878787879,528,2
3460,3541,"Undirected",0.720364741641337,329,237
3321,3541,"Undirected",0.0029940119760479,334,1
3320,3541,"Undirected",0.708588957055215,326,231
3311,3541,"Undirected",0.011070110701107,542,6
3310,3541,"Undirected",0.698795180722892,332,232
3451,3541,"Undirected",0.00416666666666667,480,2
3450,3541,"Undirected",0.706948640483384,331,234
3471,3541,"Undirected",0.3502722323049,551,193
3470,3541,"Undirected",0.0274509803921569,255,7
3081,3540,"Undirected",0.0997442455242967,391,39
3080,3540,"Undirected",0.143312101910828,628,90
3071,3540,"Undirected",0.748091603053435,393,294
3070,3540,"Undirected",0.141494435612083,629,89
3101,3540,"Undirected",0.718204488778055,401,288
3100,3540,"Undirected",0.146537842190016,621,91
3091,3540,"Undirected",0.734335839598998,399,293
3090,3540,"Undirected",0.144694533762058,622,90
3121,3540,"Undirected",0.746305418719212,406,303
3120,3540,"Undirected",0.13614262560778,617,84
3111,3540,"Undirected",0.71969696969697,396,285
3110,3540,"Undirected",0.14446227929374,623,90
3131,3540,"Undirected",0.129186602870813,627,81
3130,3540,"Undirected",0.760814249363868,393,299
2921,3540,"Undirected",0.0121951219512195,410,5
2920,3540,"Undirected",0.629934210526316,608,383
2930,3540,"Undirected",0.896313364055299,434,389
2961,3540,"Undirected",0.746867167919799,399,298
2960,3540,"Undirected",0.140127388535032,628,88
3331,3540,"Undirected",0.043338683788122,623,27
3330,3540,"Undirected",0.765903307888041,393,301
3461,3540,"Undirected",0.718987341772152,395,284
3460,3540,"Undirected",0.133122028526149,631,84
3321,3540,"Undirected",0.23469387755102,392,92
3320,3540,"Undirected",0.131410256410256,624,82
3311,3540,"Undirected",0.751256281407035,398,299
3310,3540,"Undirected",0.1408,625,88
3451,3540,"Undirected",0.601522842639594,394,237
3450,3540,"Undirected",0.136942675159236,628,86
3471,3540,"Undirected",0.518707482993197,588,305
